year,dow,hour,accidents
2014,Thursday,7,1212
2014,Thursday,8,2055
2014,Thursday,9,1162
2014,Thursday,10,894
2014,Thursday,11,993
2014,Thursday,12,1111
2014,Thursday,13,1178
2014,Thursday,14,1127
2014,Thursday,15,1671
2014,Thursday,16,1892
2014,Thursday,17,2199
2014,Thursday,18,1656
2014,Thursday,19,1149
2014,Thursday,20,816
2014,Thursday,21,606
2014,Thursday,22,463
2014,Thursday,23,368
2014,Friday,0,224
2014,Friday,1,141
2014,Friday,2,100
2014,Friday,3,80
2014,Friday,4,83
2014,Friday,5,174
2014,Friday,6,434
2014,Friday,7,1111
2014,Friday,8,1704
2014,Friday,9,1096
2014,Friday,10,996
2014,Friday,11,1165
2014,Friday,12,1367
2014,Friday,13,1398
2014,Friday,14,1547
2014,Friday,15,2079
2014,Friday,16,2050
2014,Friday,17,2243
2014,Friday,18,1792
2014,Friday,19,1275
2014,Friday,20,940
2014,Friday,21,734
2014,Friday,22,666
2014,Friday,23,561
2014,Saturday,0,477
2014,Saturday,1,396
2014,Saturday,2,284
2014,Saturday,3,241
2014,Saturday,4,201
2014,Saturday,5,173
2014,Saturday,6,237
2014,Saturday,7,400
2014,Saturday,8,609
2014,Saturday,9,832
2014,Saturday,10,1112
2014,Saturday,11,1389
2014,Saturday,12,1464
2014,Saturday,13,1470
2014,Saturday,14,1359
2014,Saturday,15,1226
2014,Saturday,16,1298
2014,Saturday,17,1305
2014,Saturday,18,1151
2014,Saturday,19,960
2014,Saturday,20,731
2014,Saturday,21,558
2014,Saturday,22,590
2014,Saturday,23,558
2014,Sunday,0,541
2014,Sunday,1,476
2014,Sunday,2,352
2014,Sunday,3,313
2014,Sunday,4,225
2014,Sunday,5,198
2014,Sunday,6,219
2014,Sunday,7,291
2014,Sunday,8,345
2014,Sunday,9,589
2014,Sunday,10,878
2014,Sunday,11,1072
2014,Sunday,12,1212
2014,Sunday,13,1159
2014,Sunday,14,1179
2014,Sunday,15,1083
2014,Sunday,16,1167
2014,Sunday,17,1051
2014,Sunday,18,935
2014,Sunday,19,820
2014,Sunday,20,631
2014,Sunday,21,521
2014,Sunday,22,376
2014,Sunday,23,307
2015,Monday,0,215
2015,Monday,1,138
2015,Monday,2,73
2015,Monday,3,77
2015,Monday,4,79
2015,Monday,5,175
2015,Monday,6,437
2015,Monday,7,1096
2015,Monday,8,1726
2015,Monday,9,1031
2015,Monday,10,839
2015,Monday,11,1009
2015,Monday,12,1108
2015,Monday,13,1184
2015,Monday,14,1199
2015,Monday,15,1632
2015,Monday,16,1776
2015,Monday,17,1901
2015,Monday,18,1429
2015,Monday,19,992
2015,Monday,20,714
2015,Monday,21,509
2015,Monday,22,414
2015,Monday,23,277
2015,Tuesday,0,199
2015,Tuesday,1,109
2015,Tuesday,2,76
2015,Tuesday,3,61
2015,Tuesday,4,57
2015,Tuesday,5,176
2015,Tuesday,6,459
2015,Tuesday,7,1238
2015,Tuesday,8,1992
2015,Tuesday,9,1204
2015,Tuesday,10,977
2015,Tuesday,11,955
2015,Tuesday,12,1083
2015,Tuesday,13,1157
2015,Tuesday,14,1128
2015,Tuesday,15,1674
2015,Tuesday,16,1840
2015,Tuesday,17,2222
2015,Tuesday,18,1612
2015,Tuesday,19,1135
2015,Tuesday,20,757
2015,Tuesday,21,556
2015,Tuesday,22,467
2015,Tuesday,23,292
2015,Wednesday,0,161
2015,Wednesday,1,108
2015,Wednesday,2,60
2015,Wednesday,3,67
2015,Wednesday,4,64
2015,Wednesday,5,180
2015,Wednesday,6,529
2015,Wednesday,7,1307
2015,Wednesday,8,2096
2015,Wednesday,9,1184
2015,Wednesday,10,924
2015,Wednesday,11,1013
2015,Wednesday,12,1072
2015,Wednesday,13,1131
2015,Wednesday,14,1168
2015,Wednesday,15,1619
2015,Wednesday,16,1880
2015,Wednesday,17,2136
2015,Wednesday,18,1514
2015,Wednesday,19,1106
2015,Wednesday,20,718
2015,Wednesday,21,559
2015,Wednesday,22,460
2015,Wednesday,23,311
2015,Thursday,0,216
2015,Thursday,1,142
2015,Thursday,2,102
2015,Thursday,3,105
2015,Thursday,4,90
2015,Thursday,5,152
2015,Thursday,6,449
2015,Thursday,7,1243
2015,Thursday,8,1926
2015,Thursday,9,1050
2015,Thursday,10,887
2015,Thursday,11,1015
2015,Thursday,12,1046
2015,Thursday,13,1054
2015,Thursday,14,1206
2015,Thursday,15,1670
2015,Thursday,16,1886
2015,Thursday,17,2112
2015,Thursday,18,1691
2015,Thursday,19,1194
2015,Thursday,20,803
2015,Thursday,21,564
2015,Thursday,22,504
2015,Thursday,23,366
2015,Friday,0,216
2015,Friday,1,157
2015,Friday,2,114
2015,Friday,3,79
2015,Friday,4,73
2015,Friday,5,172
2015,Friday,6,425
2015,Friday,7,1003
2015,Friday,8,1667
2015,Friday,9,1025
2015,Friday,10,920
2015,Friday,11,1067
2015,Friday,12,1274
2015,Friday,13,1353
2015,Friday,14,1421
2015,Friday,15,1936
2015,Friday,16,1908
2015,Friday,17,2021
2015,Friday,18,1568
2015,Friday,19,1202
2015,Friday,20,887
2015,Friday,21,694
2015,Friday,22,646
2015,Friday,23,540
2015,Saturday,0,435
2015,Saturday,1,357
2015,Saturday,2,324
2015,Saturday,3,240
2015,Saturday,4,182
2015,Saturday,5,189
2015,Saturday,6,221
2015,Saturday,7,348
2015,Saturday,8,514
2015,Saturday,9,771
2015,Saturday,10,940
2015,Saturday,11,1229
2015,Saturday,12,1388
2015,Saturday,13,1346
2015,Saturday,14,1272
2015,Saturday,15,1212
2015,Saturday,16,1180
2015,Saturday,17,1250
2015,Saturday,18,1185
2015,Saturday,19,980
2015,Saturday,20,700
2015,Saturday,21,632
2015,Saturday,22,641
2015,Saturday,23,573
2015,Sunday,0,518
2015,Sunday,1,418
2015,Sunday,2,334
2015,Sunday,3,290
2015,Sunday,4,224
2015,Sunday,5,195
2015,Sunday,6,229
2015,Sunday,7,293
2015,Sunday,8,331
2015,Sunday,9,522
2015,Sunday,10,752
2015,Sunday,11,952
2015,Sunday,12,1109
2015,Sunday,13,1147
2015,Sunday,14,1116
2015,Sunday,15,1095
2015,Sunday,16,1122
2015,Sunday,17,1087
2015,Sunday,18,907
2015,Sunday,19,731
2015,Sunday,20,651
2015,Sunday,21,522
2015,Sunday,22,409
2015,Sunday,23,302
2016,Monday,0,194
2016,Monday,1,160
2016,Monday,2,105
2016,Monday,3,72
2016,Monday,4,82
2016,Monday,5,168
2016,Monday,6,485
2016,Monday,7,1064
2016,Monday,8,1682
2016,Monday,9,1081
2016,Monday,10,905
2016,Monday,11,869
2016,Monday,12,1021
2016,Monday,13,1065
2016,Monday,14,1087
2016,Monday,15,1516
2016,Monday,16,1703
2016,Monday,17,1867
2016,Monday,18,1359
2016,Monday,19,920
2016,Monday,20,638
2016,Monday,21,525
2016,Monday,22,420
2016,Monday,23,275
2016,Tuesday,0,156
2016,Tuesday,1,108
2016,Tuesday,2,68
2016,Tuesday,3,77
2016,Tuesday,4,69
2016,Tuesday,5,175
2016,Tuesday,6,498
2016,Tuesday,7,1162
2016,Tuesday,8,1806
2016,Tuesday,9,1159
2016,Tuesday,10,908
2016,Tuesday,11,924
2016,Tuesday,12,961
2016,Tuesday,13,1118
2016,Tuesday,14,1158
2016,Tuesday,15,1469
2016,Tuesday,16,1776
2016,Tuesday,17,2009
2016,Tuesday,18,1550
2016,Tuesday,19,1038
2016,Tuesday,20,679
2016,Tuesday,21,540
2016,Tuesday,22,411
2016,Tuesday,23,281
2016,Wednesday,0,159
2016,Wednesday,1,107
2016,Wednesday,2,65
2016,Wednesday,3,66
2016,Wednesday,4,68
2016,Wednesday,5,175
2016,Wednesday,6,496
2016,Wednesday,7,1199
2016,Wednesday,8,2047
2016,Wednesday,9,1089
2016,Wednesday,10,882
2016,Wednesday,11,991
2016,Wednesday,12,1105
2016,Wednesday,13,1090
2016,Wednesday,14,1182
2016,Wednesday,15,1665
2016,Wednesday,16,1737
2016,Wednesday,17,1987
2016,Wednesday,18,1603
2016,Wednesday,19,1057
2016,Wednesday,20,732
2016,Wednesday,21,555
2016,Wednesday,22,492
2016,Wednesday,23,313
2016,Thursday,0,204
2016,Thursday,1,110
2016,Thursday,2,75
2016,Thursday,3,80
2016,Thursday,4,73
2016,Thursday,5,164
2016,Thursday,6,494
2016,Thursday,7,1200
2016,Thursday,8,1852
2016,Thursday,9,1106
2016,Thursday,10,885
2016,Thursday,11,959
2016,Thursday,12,1073
2016,Thursday,13,1134
2016,Thursday,14,1184
2016,Thursday,15,1636
2016,Thursday,16,1801
2016,Thursday,17,2038
2016,Thursday,18,1539
2016,Thursday,19,1099
2016,Thursday,20,753
2016,Thursday,21,578
2016,Thursday,22,549
2016,Thursday,23,359
2016,Friday,0,256
2016,Friday,1,175
2016,Friday,2,151
2016,Friday,3,122
2016,Friday,4,90
2016,Friday,5,179
2016,Friday,6,437
2016,Friday,7,1093
2016,Friday,8,1694
2016,Friday,9,988
2016,Friday,10,997
2016,Friday,11,1048
2016,Friday,12,1279
2016,Friday,13,1269
2016,Friday,14,1463
2016,Friday,15,1823
2016,Friday,16,1867
2016,Friday,17,1925
2016,Friday,18,1645
2016,Friday,19,1282
2016,Friday,20,900
2016,Friday,21,722
2016,Friday,22,634
2016,Friday,23,533
2016,Saturday,0,458
2016,Saturday,1,371
2016,Saturday,2,276
2016,Saturday,3,217
2016,Saturday,4,183
2016,Saturday,5,190
2016,Saturday,6,242
2016,Saturday,7,333
2016,Saturday,8,541
2016,Saturday,9,668
2016,Saturday,10,998
2016,Saturday,11,1185
2016,Saturday,12,1270
2016,Saturday,13,1290
2016,Saturday,14,1233
2016,Saturday,15,1186
2016,Saturday,16,1160
2016,Saturday,17,1249
2016,Saturday,18,1181
2016,Saturday,19,993
2016,Saturday,20,760
2016,Saturday,21,663
2016,Saturday,22,620
2016,Saturday,23,548
2016,Sunday,0,530
2016,Sunday,1,426
2016,Sunday,2,297
2016,Sunday,3,298
2016,Sunday,4,213
2016,Sunday,5,184
2016,Sunday,6,220
2016,Sunday,7,243
2016,Sunday,8,328
2016,Sunday,9,500
2016,Sunday,10,785
2016,Sunday,11,968
2016,Sunday,12,1065
2016,Sunday,13,1079
2016,Sunday,14,1108
2016,Sunday,15,1113
2016,Sunday,16,1036
2016,Sunday,17,989
2016,Sunday,18,898
2016,Sunday,19,802
2016,Sunday,20,672
2016,Sunday,21,529
2016,Sunday,22,396
2016,Sunday,23,341
2017,Monday,0,222
2017,Monday,1,130
2017,Monday,2,90
2017,Monday,3,88
2017,Monday,4,66
2017,Monday,5,172
2017,Monday,6,446
2017,Monday,7,932
2017,Monday,8,1605
2017,Monday,9,949
2017,Monday,10,816
2017,Monday,11,852
2017,Monday,12,943
2017,Monday,13,1073
2017,Monday,14,1033
2017,Monday,15,1486
2017,Monday,16,1481
2017,Monday,17,1677
2017,Monday,18,1262
2017,Monday,19,856
2017,Monday,20,633
2017,Monday,21,496
2017,Monday,22,367
2017,Monday,23,259
2017,Tuesday,0,165
2017,Tuesday,1,110
2017,Tuesday,2,57
2017,Tuesday,3,54
2017,Tuesday,4,68
2017,Tuesday,5,165
2017,Tuesday,6,460
2017,Tuesday,7,1154
2017,Tuesday,8,1723
2017,Tuesday,9,1041
2017,Tuesday,10,809
2017,Tuesday,11,870
2017,Tuesday,12,1013
2017,Tuesday,13,1013
2017,Tuesday,14,1029
2017,Tuesday,15,1510
2017,Tuesday,16,1663
2017,Tuesday,17,2034
2017,Tuesday,18,1490
2017,Tuesday,19,989
2017,Tuesday,20,715
2017,Tuesday,21,573
2017,Tuesday,22,476
2017,Tuesday,23,298
2017,Wednesday,0,183
2017,Wednesday,1,112
2017,Wednesday,2,87
2017,Wednesday,3,63
2017,Wednesday,4,63
2017,Wednesday,5,158
2017,Wednesday,6,441
2017,Wednesday,7,1107
2017,Wednesday,8,1738
2017,Wednesday,9,951
2017,Wednesday,10,782
2017,Wednesday,11,844
2017,Wednesday,12,990
2017,Wednesday,13,1030
2017,Wednesday,14,1065
2017,Wednesday,15,1549
2017,Wednesday,16,1679
2017,Wednesday,17,1933
2017,Wednesday,18,1470
2017,Wednesday,19,1027
2017,Wednesday,20,704
2017,Wednesday,21,581
2017,Wednesday,22,448
2017,Wednesday,23,313
2017,Thursday,0,185
2017,Thursday,1,115
2017,Thursday,2,92
2017,Thursday,3,68
2017,Thursday,4,63
2017,Thursday,5,182
2017,Thursday,6,465
2017,Thursday,7,1055
2017,Thursday,8,1789
2017,Thursday,9,1038
2017,Thursday,10,878
2017,Thursday,11,908
2017,Thursday,12,961
2017,Thursday,13,1073
2017,Thursday,14,1085
2017,Thursday,15,1507
2017,Thursday,16,1711
2017,Thursday,17,1971
2017,Thursday,18,1500
2017,Thursday,19,1039
2017,Thursday,20,736
2017,Thursday,21,544
2017,Thursday,22,490
2017,Thursday,23,340
2017,Friday,0,234
2017,Friday,1,138
2017,Friday,2,114
2017,Friday,3,89
2017,Friday,4,91
2017,Friday,5,200
2017,Friday,6,439
2017,Friday,7,1035
2017,Friday,8,1520
2017,Friday,9,1024
2017,Friday,10,892
2017,Friday,11,1019
2017,Friday,12,1137
2017,Friday,13,1164
2017,Friday,14,1328
2017,Friday,15,1818
2017,Friday,16,1709
2017,Friday,17,1876
2017,Friday,18,1523
2017,Friday,19,1177
2017,Friday,20,851
2017,Friday,21,656
2017,Friday,22,654
2017,Friday,23,550
2017,Saturday,0,453
2017,Saturday,1,323
2017,Saturday,2,247
2017,Saturday,3,256
2017,Saturday,4,175
2017,Saturday,5,193
2017,Saturday,6,199
2017,Saturday,7,326
2017,Saturday,8,523
2017,Saturday,9,690
2017,Saturday,10,907
2017,Saturday,11,1090
2017,Saturday,12,1285
2017,Saturday,13,1217
2017,Saturday,14,1140
2017,Saturday,15,1160
2017,Saturday,16,1108
2017,Saturday,17,1180
2017,Saturday,18,1149
2017,Saturday,19,986
2017,Saturday,20,793
2017,Saturday,21,621
2017,Saturday,22,609
2017,Saturday,23,594
2017,Sunday,0,509
2017,Sunday,1,424
2017,Sunday,2,321
2017,Sunday,3,269
2017,Sunday,4,210
2017,Sunday,5,182
2017,Sunday,6,197
2017,Sunday,7,266
2017,Sunday,8,322
2017,Sunday,9,534
2017,Sunday,10,783
2017,Sunday,11,889
2017,Sunday,12,1063
2017,Sunday,13,1065
2017,Sunday,14,1069
2017,Sunday,15,1077
2017,Sunday,16,1068
2017,Sunday,17,1010
2017,Sunday,18,969
2017,Sunday,19,815
2017,Sunday,20,653
2017,Sunday,21,497
2017,Sunday,22,445
2017,Sunday,23,338
2018,Monday,0,220
2018,Monday,1,136
2018,Monday,2,125
2018,Monday,3,96
2018,Monday,4,104
2018,Monday,5,174
2018,Monday,6,389
2018,Monday,7,1000
2018,Monday,8,1446
2018,Monday,9,973
2018,Monday,10,778
2018,Monday,11,844
2018,Monday,12,983
2018,Monday,13,965
2018,Monday,14,1082
2018,Monday,15,1459
2018,Monday,16,1511
2018,Monday,17,1630
2018,Monday,18,1286
2018,Monday,19,845
2018,Monday,20,562
2018,Monday,21,453
2018,Monday,22,397
2018,Monday,23,274
2018,Tuesday,0,167
2018,Tuesday,1,103
2018,Tuesday,2,67
2018,Tuesday,3,68
2018,Tuesday,4,68
2018,Tuesday,5,146
2018,Tuesday,6,472
2018,Tuesday,7,1015
2018,Tuesday,8,1590
2018,Tuesday,9,1029
2018,Tuesday,10,774
2018,Tuesday,11,848
2018,Tuesday,12,898
2018,Tuesday,13,941
2018,Tuesday,14,995
2018,Tuesday,15,1383
2018,Tuesday,16,1537
2018,Tuesday,17,1740
2018,Tuesday,18,1388
2018,Tuesday,19,942
2018,Tuesday,20,655
2018,Tuesday,21,456
2018,Tuesday,22,403
2018,Tuesday,23,258
2018,Wednesday,0,164
2018,Wednesday,1,100
2018,Wednesday,2,95
2018,Wednesday,3,64
2018,Wednesday,4,85
2018,Wednesday,5,171
2018,Wednesday,6,375
2018,Wednesday,7,1103
2018,Wednesday,8,1645
2018,Wednesday,9,953
2018,Wednesday,10,766
2018,Wednesday,11,850
2018,Wednesday,12,985
2018,Wednesday,13,887
2018,Wednesday,14,1062
2018,Wednesday,15,1542
2018,Wednesday,16,1561
2018,Wednesday,17,1703
2018,Wednesday,18,1400
2018,Wednesday,19,942
2018,Wednesday,20,646
2018,Wednesday,21,514
2018,Wednesday,22,456
2018,Wednesday,23,322
2018,Thursday,0,175
2018,Thursday,1,111
2018,Thursday,2,88
2018,Thursday,3,77
2018,Thursday,4,83
2018,Thursday,5,177
2018,Thursday,6,422
2018,Thursday,7,1051
2018,Thursday,8,1632
2018,Thursday,9,934
2018,Thursday,10,851
2018,Thursday,11,828
2018,Thursday,12,944
2018,Thursday,13,1006
2018,Thursday,14,1046
2018,Thursday,15,1474
2018,Thursday,16,1558
2018,Thursday,17,1732
2018,Thursday,18,1471
2018,Thursday,19,956
2018,Thursday,20,674
2018,Thursday,21,533
2018,Thursday,22,476
2018,Thursday,23,348
2018,Friday,0,248
2018,Friday,1,148
2018,Friday,2,114
2018,Friday,3,80
2018,Friday,4,83
2018,Friday,5,179
2018,Friday,6,406
2018,Friday,7,940
2018,Friday,8,1471
2018,Friday,9,894
2018,Friday,10,767
2018,Friday,11,937
2018,Friday,12,1094
2018,Friday,13,1169
2018,Friday,14,1261
2018,Friday,15,1606
2018,Friday,16,1714
2018,Friday,17,1731
2018,Friday,18,1466
2018,Friday,19,1116
2018,Friday,20,784
2018,Friday,21,654
2018,Friday,22,590
2018,Friday,23,558
2018,Saturday,0,381
2018,Saturday,1,299
2018,Saturday,2,243
2018,Saturday,3,180
2018,Saturday,4,172
2018,Saturday,5,175
2018,Saturday,6,210
2018,Saturday,7,290
2018,Saturday,8,457
2018,Saturday,9,593
2018,Saturday,10,861
2018,Saturday,11,1000
2018,Saturday,12,1185
2018,Saturday,13,1134
2018,Saturday,14,1130
2018,Saturday,15,1020
2018,Saturday,16,1095
2018,Saturday,17,1151
2018,Saturday,18,1006
2018,Saturday,19,948
2018,Saturday,20,801
2018,Saturday,21,601
2018,Saturday,22,545
2018,Saturday,23,584
2018,Sunday,0,493
2018,Sunday,1,368
2018,Sunday,2,321
2018,Sunday,3,269
2018,Sunday,4,203
2018,Sunday,5,176
2018,Sunday,6,204
2018,Sunday,7,237
2018,Sunday,8,296
2018,Sunday,9,498
2018,Sunday,10,691
2018,Sunday,11,802
2018,Sunday,12,1022
2018,Sunday,13,1033
2018,Sunday,14,975
2018,Sunday,15,1013
2018,Sunday,16,925
2018,Sunday,17,923
2018,Sunday,18,864
2018,Sunday,19,728
2018,Sunday,20,573
2018,Sunday,21,463
2018,Sunday,22,397
2018,Sunday,23,322
2019,Monday,0,190
2019,Monday,1,121
2019,Monday,2,94
2019,Monday,3,77
2019,Monday,4,76
2019,Monday,5,165
2019,Monday,6,396
2019,Monday,7,893
2019,Monday,8,1376
2019,Monday,9,907
2019,Monday,10,742
2019,Monday,11,844
2019,Monday,12,876
2019,Monday,13,911
2019,Monday,14,963
2019,Monday,15,1364
2019,Monday,16,1483
2019,Monday,17,1519
2019,Monday,18,1198
2019,Monday,19,826
2019,Monday,20,559
2019,Monday,21,433
2019,Monday,22,387
2019,Monday,23,235
2019,Tuesday,0,162
2019,Tuesday,1,108
2019,Tuesday,2,87
2019,Tuesday,3,69
2019,Tuesday,4,77
2019,Tuesday,5,139
2019,Tuesday,6,415
2019,Tuesday,7,1007
2019,Tuesday,8,1586
2019,Tuesday,9,967
2019,Tuesday,10,753
2019,Tuesday,11,836
2019,Tuesday,12,863
2019,Tuesday,13,939
2019,Tuesday,14,972
2019,Tuesday,15,1455
2019,Tuesday,16,1484
2019,Tuesday,17,1722
2019,Tuesday,18,1303
2019,Tuesday,19,865
2019,Tuesday,20,635
2019,Tuesday,21,480
2019,Tuesday,22,411
2019,Tuesday,23,257
2019,Wednesday,0,166
2019,Wednesday,1,112
2019,Wednesday,2,81
2019,Wednesday,3,68
2019,Wednesday,4,90
2019,Wednesday,5,174
2019,Wednesday,6,434
2019,Wednesday,7,1055
2019,Wednesday,8,1587
2019,Wednesday,9,948
2019,Wednesday,10,764
2019,Wednesday,11,785
2019,Wednesday,12,875
2019,Wednesday,13,981
2019,Wednesday,14,961
2019,Wednesday,15,1411
2019,Wednesday,16,1459
2019,Wednesday,17,1756
2019,Wednesday,18,1281
2019,Wednesday,19,928
2019,Wednesday,20,610
2019,Wednesday,21,472
2019,Wednesday,22,488
2019,Wednesday,23,287
2019,Thursday,0,202
2019,Thursday,1,124
2019,Thursday,2,87
2019,Thursday,3,76
2019,Thursday,4,83
2019,Thursday,5,168
2019,Thursday,6,427
2019,Thursday,7,1006
2019,Thursday,8,1548
2019,Thursday,9,875
2019,Thursday,10,739
2019,Thursday,11,814
2019,Thursday,12,889
2019,Thursday,13,892
2019,Thursday,14,950
2019,Thursday,15,1399
2019,Thursday,16,1611
2019,Thursday,17,1665
2019,Thursday,18,1397
2019,Thursday,19,980
2019,Thursday,20,680
2019,Thursday,21,560
2019,Thursday,22,474
2019,Thursday,23,327
2019,Friday,0,219
2019,Friday,1,147
2019,Friday,2,102
2019,Friday,3,93
2019,Friday,4,79
2019,Friday,5,190
2019,Friday,6,357
2019,Friday,7,823
2019,Friday,8,1330
2019,Friday,9,826
2019,Friday,10,767
2019,Friday,11,895
2019,Friday,12,972
2019,Friday,13,1106
2019,Friday,14,1192
2019,Friday,15,1627
2019,Friday,16,1600
2019,Friday,17,1680
2019,Friday,18,1381
2019,Friday,19,1051
2019,Friday,20,794
2019,Friday,21,705
2019,Friday,22,584
2019,Friday,23,530
2019,Saturday,0,470
2019,Saturday,1,321
2019,Saturday,2,220
2019,Saturday,3,183
2019,Saturday,4,180
2019,Saturday,5,151
2019,Saturday,6,197
2019,Saturday,7,348
2019,Saturday,8,416
2019,Saturday,9,561
2019,Saturday,10,798
2019,Saturday,11,980
2019,Saturday,12,1153
2019,Saturday,13,1146
2019,Saturday,14,1040
2019,Saturday,15,976
2019,Saturday,16,984
2019,Saturday,17,1016
2019,Saturday,18,1014
2019,Saturday,19,918
2019,Saturday,20,698
2019,Saturday,21,599
2019,Saturday,22,621
2019,Saturday,23,562
2019,Sunday,0,484
2019,Sunday,1,394
2019,Sunday,2,295
2019,Sunday,3,261
2019,Sunday,4,206
2019,Sunday,5,182
2019,Sunday,6,178
2019,Sunday,7,221
2019,Sunday,8,283
2019,Sunday,9,411
2019,Sunday,10,625
2019,Sunday,11,804
2019,Sunday,12,971
2019,Sunday,13,970
2019,Sunday,14,914
2019,Sunday,15,936
2019,Sunday,16,838
2019,Sunday,17,837
2019,Sunday,18,771
2019,Sunday,19,664
2019,Sunday,20,558
2019,Sunday,21,454
2019,Sunday,22,396
2019,Sunday,23,280
2020,Monday,0,125
2020,Monday,1,94
2020,Monday,2,66
2020,Monday,3,51
2020,Monday,4,53
2020,Monday,5,119
2020,Monday,6,298
2020,Monday,7,647
2020,Monday,8,857
2020,Monday,9,584
2020,Monday,10,588
2020,Monday,11,646
2020,Monday,12,711
2020,Monday,13,772
2020,Monday,14,816
2020,Monday,15,1077
2020,Monday,16,1101
2020,Monday,17,1214
2020,Monday,18,941
2020,Monday,19,693
2020,Monday,20,455
2020,Monday,21,369
2020,Monday,22,302
2020,Monday,23,193
2020,Tuesday,0,109
2020,Tuesday,1,91
2020,Tuesday,2,70
2020,Tuesday,3,45
2020,Tuesday,4,59
2020,Tuesday,5,110
2020,Tuesday,6,317
2020,Tuesday,7,680
2020,Tuesday,8,1012
2020,Tuesday,9,664
2020,Tuesday,10,635
2020,Tuesday,11,687
2020,Tuesday,12,646
2020,Tuesday,13,782
2020,Tuesday,14,854
2020,Tuesday,15,1100
2020,Tuesday,16,1121
2020,Tuesday,17,1213
2020,Tuesday,18,1018
2020,Tuesday,19,665
2020,Tuesday,20,488
2020,Tuesday,21,385
2020,Tuesday,22,323
2020,Tuesday,23,192
2020,Wednesday,0,133
2020,Wednesday,1,106
2020,Wednesday,2,65
2020,Wednesday,3,61
2020,Wednesday,4,70
2020,Wednesday,5,143
2020,Wednesday,6,321
2020,Wednesday,7,708
2020,Wednesday,8,954
2020,Wednesday,9,593
2020,Wednesday,10,590
2020,Wednesday,11,641
2020,Wednesday,12,740
2020,Wednesday,13,797
2020,Wednesday,14,881
2020,Wednesday,15,1133
2020,Wednesday,16,1160
2020,Wednesday,17,1197
2020,Wednesday,18,1035
2020,Wednesday,19,734
2020,Wednesday,20,511
2020,Wednesday,21,439
2020,Wednesday,22,319
2020,Wednesday,23,228
2020,Thursday,0,129
2020,Thursday,1,101
2020,Thursday,2,80
2020,Thursday,3,69
2020,Thursday,4,57
2020,Thursday,5,124
2020,Thursday,6,336
2020,Thursday,7,661
2020,Thursday,8,1007
2020,Thursday,9,644
2020,Thursday,10,610
2020,Thursday,11,712
2020,Thursday,12,754
2020,Thursday,13,792
2020,Thursday,14,897
2020,Thursday,15,1178
2020,Thursday,16,1208
2020,Thursday,17,1288
2020,Thursday,18,1065
2020,Thursday,19,776
2020,Thursday,20,549
2020,Thursday,21,420
2020,Thursday,22,371
2020,Thursday,23,226
2020,Friday,0,152
2020,Friday,1,94
2020,Friday,2,68
2020,Friday,3,82
2020,Friday,4,68
2020,Friday,5,128
2020,Friday,6,290
2020,Friday,7,644
2020,Friday,8,901
2020,Friday,9,651
2020,Friday,10,621
2020,Friday,11,735
2020,Friday,12,882
2020,Friday,13,894
2020,Friday,14,1021
2020,Friday,15,1229
2020,Friday,16,1181
2020,Friday,17,1273
2020,Friday,18,1034
2020,Friday,19,875
2020,Friday,20,669
2020,Friday,21,568
2020,Friday,22,463
2020,Friday,23,363
2020,Saturday,0,234
2020,Saturday,1,203
2020,Saturday,2,139
2020,Saturday,3,114
2020,Saturday,4,104
2020,Saturday,5,110
2020,Saturday,6,157
2020,Saturday,7,241
2020,Saturday,8,299
2020,Saturday,9,460
2020,Saturday,10,633
2020,Saturday,11,773
2020,Saturday,12,898
2020,Saturday,13,871
2020,Saturday,14,912
2020,Saturday,15,840
2020,Saturday,16,835
2020,Saturday,17,861
2020,Saturday,18,842
2020,Saturday,19,758
2020,Saturday,20,614
2020,Saturday,21,534
2020,Saturday,22,515
2020,Saturday,23,387
2020,Sunday,0,306
2020,Sunday,1,226
2020,Sunday,2,170
2020,Sunday,3,144
2020,Sunday,4,97
2020,Sunday,5,120
2020,Sunday,6,111
2020,Sunday,7,155
2020,Sunday,8,235
2020,Sunday,9,320
2020,Sunday,10,495
2020,Sunday,11,617
2020,Sunday,12,764
2020,Sunday,13,833
2020,Sunday,14,863
2020,Sunday,15,804
2020,Sunday,16,774
2020,Sunday,17,767
2020,Sunday,18,680
2020,Sunday,19,546
2020,Sunday,20,428
2020,Sunday,21,390
2020,Sunday,22,262
2020,Sunday,23,207
2021,Monday,0,172
2021,Monday,1,120
2021,Monday,2,86
2021,Monday,3,81
2021,Monday,4,62
2021,Monday,5,135
2021,Monday,6,302
2021,Monday,7,626
2021,Monday,8,991
2021,Monday,9,646
2021,Monday,10,589
2021,Monday,11,680
2021,Monday,12,776
2021,Monday,13,848
2021,Monday,14,970
2021,Monday,15,1242
2021,Monday,16,1241
2021,Monday,17,1284
2021,Monday,18,977
2021,Monday,19,730
2021,Monday,20,463
2021,Monday,21,412
2021,Monday,22,321
2021,Monday,23,218
2021,Tuesday,0,118
2021,Tuesday,1,87
2021,Tuesday,2,70
2021,Tuesday,3,58
2021,Tuesday,4,60
2021,Tuesday,5,142
2021,Tuesday,6,307
2021,Tuesday,7,764
2021,Tuesday,8,1133
2021,Tuesday,9,730
2021,Tuesday,10,601
2021,Tuesday,11,685
2021,Tuesday,12,799
2021,Tuesday,13,809
2021,Tuesday,14,949
2021,Tuesday,15,1217
2021,Tuesday,16,1325
