year,dow,hour,accidents
2021,Tuesday,17,1425
2021,Tuesday,18,1014
2021,Tuesday,19,772
2021,Tuesday,20,555
2021,Tuesday,21,441
2021,Tuesday,22,338
2021,Tuesday,23,201
2021,Wednesday,0,146
2021,Wednesday,1,88
2021,Wednesday,2,70
2021,Wednesday,3,57
2021,Wednesday,4,67
2021,Wednesday,5,131
2021,Wednesday,6,297
2021,Wednesday,7,704
2021,Wednesday,8,1129
2021,Wednesday,9,705
2021,Wednesday,10,590
2021,Wednesday,11,723
2021,Wednesday,12,857
2021,Wednesday,13,806
2021,Wednesday,14,931
2021,Wednesday,15,1333
2021,Wednesday,16,1344
2021,Wednesday,17,1399
2021,Wednesday,18,1069
2021,Wednesday,19,826
2021,Wednesday,20,532
2021,Wednesday,21,467
2021,Wednesday,22,381
2021,Wednesday,23,246
2021,Thursday,0,178
2021,Thursday,1,105
2021,Thursday,2,60
2021,Thursday,3,55
2021,Thursday,4,54
2021,Thursday,5,131
2021,Thursday,6,339
2021,Thursday,7,669
2021,Thursday,8,1086
2021,Thursday,9,695
2021,Thursday,10,638
2021,Thursday,11,723
2021,Thursday,12,877
2021,Thursday,13,853
2021,Thursday,14,881
2021,Thursday,15,1338
2021,Thursday,16,1288
2021,Thursday,17,1422
2021,Thursday,18,1102
2021,Thursday,19,813
2021,Thursday,20,656
2021,Thursday,21,483
2021,Thursday,22,383
2021,Thursday,23,293
2021,Friday,0,176
2021,Friday,1,105
2021,Friday,2,92
2021,Friday,3,76
2021,Friday,4,75
2021,Friday,5,130
2021,Friday,6,314
2021,Friday,7,676
2021,Friday,8,1036
2021,Friday,9,697
2021,Friday,10,713
2021,Friday,11,831
2021,Friday,12,975
2021,Friday,13,1050
2021,Friday,14,1152
2021,Friday,15,1510
2021,Friday,16,1461
2021,Friday,17,1456
2021,Friday,18,1282
2021,Friday,19,964
2021,Friday,20,726
2021,Friday,21,561
2021,Friday,22,509
2021,Friday,23,460
2021,Saturday,0,333
2021,Saturday,1,274
2021,Saturday,2,177
2021,Saturday,3,134
2021,Saturday,4,141
2021,Saturday,5,138
2021,Saturday,6,175
2021,Saturday,7,261
2021,Saturday,8,357
2021,Saturday,9,539
2021,Saturday,10,656
2021,Saturday,11,887
2021,Saturday,12,1026
2021,Saturday,13,1046
2021,Saturday,14,974
2021,Saturday,15,933
2021,Saturday,16,973
2021,Saturday,17,1008
2021,Saturday,18,909
2021,Saturday,19,845
2021,Saturday,20,670
2021,Saturday,21,501
2021,Saturday,22,521
2021,Saturday,23,480
2021,Sunday,0,376
2021,Sunday,1,288
2021,Sunday,2,222
2021,Sunday,3,174
2021,Sunday,4,126
2021,Sunday,5,127
2021,Sunday,6,158
2021,Sunday,7,210
2021,Sunday,8,266
2021,Sunday,9,377
2021,Sunday,10,562
2021,Sunday,11,727
2021,Sunday,12,870
2021,Sunday,13,851
2021,Sunday,14,866
2021,Sunday,15,817
2021,Sunday,16,863
2021,Sunday,17,760
2021,Sunday,18,679
2021,Sunday,19,612
2021,Sunday,20,552
2021,Sunday,21,411
2021,Sunday,22,355
2021,Sunday,23,244
2022,Monday,0,169
2022,Monday,1,127
2022,Monday,2,68
2022,Monday,3,71
2022,Monday,4,68
2022,Monday,5,121
2022,Monday,6,299
2022,Monday,7,699
2022,Monday,8,1138
2022,Monday,9,696
2022,Monday,10,608
2022,Monday,11,665
2022,Monday,12,753
2022,Monday,13,792
2022,Monday,14,887
2022,Monday,15,1201
2022,Monday,16,1185
2022,Monday,17,1321
2022,Monday,18,940
2022,Monday,19,747
2022,Monday,20,565
2022,Monday,21,361
2022,Monday,22,329
2022,Monday,23,243
2022,Tuesday,0,132
2022,Tuesday,1,93
2022,Tuesday,2,69
2022,Tuesday,3,51
2022,Tuesday,4,78
2022,Tuesday,5,116
2022,Tuesday,6,306
2022,Tuesday,7,782
2022,Tuesday,8,1311
2022,Tuesday,9,695
2022,Tuesday,10,638
2022,Tuesday,11,701
2022,Tuesday,12,765
2022,Tuesday,13,832
2022,Tuesday,14,891
2022,Tuesday,15,1273
2022,Tuesday,16,1350
2022,Tuesday,17,1434
2022,Tuesday,18,1082
2022,Tuesday,19,817
2022,Tuesday,20,536
2022,Tuesday,21,423
2022,Tuesday,22,353
2022,Tuesday,23,286
2022,Wednesday,0,173
2022,Wednesday,1,87
2022,Wednesday,2,67
2022,Wednesday,3,85
2022,Wednesday,4,68
2022,Wednesday,5,118
2022,Wednesday,6,362
2022,Wednesday,7,769
2022,Wednesday,8,1325
2022,Wednesday,9,743
2022,Wednesday,10,645
2022,Wednesday,11,690
2022,Wednesday,12,813
2022,Wednesday,13,801
2022,Wednesday,14,959
2022,Wednesday,15,1344
2022,Wednesday,16,1307
2022,Wednesday,17,1563
2022,Wednesday,18,1230
2022,Wednesday,19,854
2022,Wednesday,20,582
2022,Wednesday,21,440
2022,Wednesday,22,406
2022,Wednesday,23,303
2022,Thursday,0,183
2022,Thursday,1,132
2022,Thursday,2,89
2022,Thursday,3,67
2022,Thursday,4,72
2022,Thursday,5,136
2022,Thursday,6,331
2022,Thursday,7,803
2022,Thursday,8,1313
2022,Thursday,9,787
2022,Thursday,10,701
2022,Thursday,11,774
2022,Thursday,12,803
2022,Thursday,13,913
2022,Thursday,14,992
2022,Thursday,15,1380
2022,Thursday,16,1384
2022,Thursday,17,1502
2022,Thursday,18,1137
2022,Thursday,19,887
2022,Thursday,20,625
2022,Thursday,21,492
2022,Thursday,22,432
2022,Thursday,23,330
2022,Friday,0,228
2022,Friday,1,137
2022,Friday,2,91
2022,Friday,3,94
2022,Friday,4,102
2022,Friday,5,164
2022,Friday,6,290
2022,Friday,7,702
2022,Friday,8,1168
2022,Friday,9,743
2022,Friday,10,727
2022,Friday,11,828
2022,Friday,12,1020
2022,Friday,13,1087
2022,Friday,14,1171
2022,Friday,15,1548
2022,Friday,16,1538
2022,Friday,17,1487
2022,Friday,18,1305
2022,Friday,19,1054
2022,Friday,20,751
2022,Friday,21,607
2022,Friday,22,572
2022,Friday,23,495
2022,Saturday,0,400
2022,Saturday,1,322
2022,Saturday,2,246
2022,Saturday,3,199
2022,Saturday,4,147
2022,Saturday,5,142
2022,Saturday,6,177
2022,Saturday,7,273
2022,Saturday,8,440
2022,Saturday,9,529
2022,Saturday,10,806
2022,Saturday,11,1008
2022,Saturday,12,1100
2022,Saturday,13,1041
2022,Saturday,14,985
2022,Saturday,15,975
2022,Saturday,16,976
2022,Saturday,17,1060
2022,Saturday,18,932
2022,Saturday,19,840
2022,Saturday,20,704
2022,Saturday,21,582
2022,Saturday,22,598
2022,Saturday,23,526
2022,Sunday,0,448
2022,Sunday,1,328
2022,Sunday,2,262
2022,Sunday,3,225
2022,Sunday,4,162
2022,Sunday,5,142
2022,Sunday,6,181
2022,Sunday,7,157
2022,Sunday,8,245
2022,Sunday,9,398
2022,Sunday,10,623
2022,Sunday,11,706
2022,Sunday,12,883
2022,Sunday,13,872
2022,Sunday,14,881
2022,Sunday,15,798
2022,Sunday,16,816
2022,Sunday,17,792
2022,Sunday,18,739
2022,Sunday,19,697
2022,Sunday,20,529
2022,Sunday,21,461
2022,Sunday,22,390
2022,Sunday,23,264
2023,Monday,0,166
2023,Monday,1,113
2023,Monday,2,96
2023,Monday,3,71
2023,Monday,4,80
2023,Monday,5,147
2023,Monday,6,304
2023,Monday,7,707
2023,Monday,8,1111
2023,Monday,9,708
2023,Monday,10,587
2023,Monday,11,662
2023,Monday,12,739
2023,Monday,13,794
2023,Monday,14,848
2023,Monday,15,1291
2023,Monday,16,1253
2023,Monday,17,1417
2023,Monday,18,983
2023,Monday,19,698
2023,Monday,20,545
2023,Monday,21,413
2023,Monday,22,334
2023,Monday,23,219
2023,Tuesday,0,151
2023,Tuesday,1,108
2023,Tuesday,2,77
2023,Tuesday,3,57
2023,Tuesday,4,55
2023,Tuesday,5,156
2023,Tuesday,6,329
2023,Tuesday,7,834
2023,Tuesday,8,1321
2023,Tuesday,9,773
2023,Tuesday,10,673
2023,Tuesday,11,681
2023,Tuesday,12,793
2023,Tuesday,13,750
2023,Tuesday,14,913
2023,Tuesday,15,1309
2023,Tuesday,16,1357
2023,Tuesday,17,1564
2023,Tuesday,18,1132
2023,Tuesday,19,778
2023,Tuesday,20,542
2023,Tuesday,21,472
2023,Tuesday,22,383
2023,Tuesday,23,222
2023,Wednesday,0,177
2023,Wednesday,1,106
2023,Wednesday,2,70
2023,Wednesday,3,74
2023,Wednesday,4,61
2023,Wednesday,5,153
2023,Wednesday,6,303
2023,Wednesday,7,879
2023,Wednesday,8,1319
2023,Wednesday,9,783
2023,Wednesday,10,676
2023,Wednesday,11,700
2023,Wednesday,12,838
2023,Wednesday,13,850
2023,Wednesday,14,946
2023,Wednesday,15,1327
2023,Wednesday,16,1356
2023,Wednesday,17,1439
2023,Wednesday,18,1187
2023,Wednesday,19,803
2023,Wednesday,20,570
2023,Wednesday,21,448
2023,Wednesday,22,412
2023,Wednesday,23,270
2023,Thursday,0,174
2023,Thursday,1,126
2023,Thursday,2,76
2023,Thursday,3,68
2023,Thursday,4,48
2023,Thursday,5,148
2023,Thursday,6,347
2023,Thursday,7,764
2023,Thursday,8,1233
2023,Thursday,9,758
2023,Thursday,10,613
2023,Thursday,11,695
2023,Thursday,12,780
2023,Thursday,13,866
2023,Thursday,14,903
2023,Thursday,15,1356
2023,Thursday,16,1406
2023,Thursday,17,1463
2023,Thursday,18,1185
2023,Thursday,19,903
2023,Thursday,20,622
2023,Thursday,21,503
2023,Thursday,22,448
2023,Thursday,23,303
2023,Friday,0,209
2023,Friday,1,126
2023,Friday,2,98
2023,Friday,3,86
2023,Friday,4,84
2023,Friday,5,139
2023,Friday,6,324
2023,Friday,7,617
2023,Friday,8,1030
2023,Friday,9,659
2023,Friday,10,765
2023,Friday,11,825
2023,Friday,12,936
2023,Friday,13,1005
2023,Friday,14,1121
2023,Friday,15,1560
2023,Friday,16,1512
2023,Friday,17,1528
2023,Friday,18,1201
2023,Friday,19,944
2023,Friday,20,711
2023,Friday,21,614
2023,Friday,22,557
2023,Friday,23,465
2023,Saturday,0,382
2023,Saturday,1,274
2023,Saturday,2,215
2023,Saturday,3,153
2023,Saturday,4,154
2023,Saturday,5,147
2023,Saturday,6,164
2023,Saturday,7,215
2023,Saturday,8,351
2023,Saturday,9,532
2023,Saturday,10,718
2023,Saturday,11,917
2023,Saturday,12,966
2023,Saturday,13,1019
2023,Saturday,14,988
2023,Saturday,15,927
2023,Saturday,16,977
2023,Saturday,17,1020
2023,Saturday,18,993
2023,Saturday,19,760
2023,Saturday,20,627
2023,Saturday,21,597
2023,Saturday,22,530
2023,Saturday,23,554
2023,Sunday,0,447
2023,Sunday,1,368
2023,Sunday,2,242
2023,Sunday,3,195
2023,Sunday,4,150
2023,Sunday,5,143
2023,Sunday,6,122
2023,Sunday,7,190
2023,Sunday,8,233
2023,Sunday,9,378
2023,Sunday,10,543
2023,Sunday,11,725
2023,Sunday,12,825
2023,Sunday,13,841
2023,Sunday,14,841
2023,Sunday,15,817
2023,Sunday,16,818
2023,Sunday,17,781
2023,Sunday,18,704
2023,Sunday,19,666
2023,Sunday,20,531
2023,Sunday,21,461
2023,Sunday,22,383
2023,Sunday,23,295
2024,Monday,0,197
2024,Monday,1,130
2024,Monday,2,84
2024,Monday,3,75
2024,Monday,4,62
2024,Monday,5,130
2024,Monday,6,360
2024,Monday,7,685
2024,Monday,8,1107
2024,Monday,9,701
2024,Monday,10,627
2024,Monday,11,695
2024,Monday,12,747
2024,Monday,13,791
2024,Monday,14,894
2024,Monday,15,1179
2024,Monday,16,1242
2024,Monday,17,1276
2024,Monday,18,941
2024,Monday,19,704
2024,Monday,20,508
2024,Monday,21,413
2024,Monday,22,294
2024,Monday,23,209
2024,Tuesday,0,146
2024,Tuesday,1,75
2024,Tuesday,2,71
2024,Tuesday,3,59
2024,Tuesday,4,55
2024,Tuesday,5,147
2024,Tuesday,6,312
2024,Tuesday,7,791
2024,Tuesday,8,1287
2024,Tuesday,9,753
2024,Tuesday,10,603
2024,Tuesday,11,653
2024,Tuesday,12,759
2024,Tuesday,13,810
2024,Tuesday,14,869
2024,Tuesday,15,1305
2024,Tuesday,16,1365
2024,Tuesday,17,1380
2024,Tuesday,18,1054
2024,Tuesday,19,821
2024,Tuesday,20,505
2024,Tuesday,21,476
2024,Tuesday,22,369
2024,Tuesday,23,232
2024,Wednesday,0,157
2024,Wednesday,1,98
2024,Wednesday,2,62
2024,Wednesday,3,44
2024,Wednesday,4,61
2024,Wednesday,5,115
2024,Wednesday,6,343
2024,Wednesday,7,776
2024,Wednesday,8,1244
2024,Wednesday,9,699
2024,Wednesday,10,659
2024,Wednesday,11,652
2024,Wednesday,12,702
2024,Wednesday,13,791
2024,Wednesday,14,841
2024,Wednesday,15,1348
2024,Wednesday,16,1297
2024,Wednesday,17,1456
2024,Wednesday,18,1189
2024,Wednesday,19,731
2024,Wednesday,20,531
2024,Wednesday,21,464
2024,Wednesday,22,378
2024,Wednesday,23,277
2024,Thursday,0,189
2024,Thursday,1,88
2024,Thursday,2,75
2024,Thursday,3,61
2024,Thursday,4,65
2024,Thursday,5,141
2024,Thursday,6,343
2024,Thursday,7,753
2024,Thursday,8,1264
2024,Thursday,9,765
2024,Thursday,10,648
2024,Thursday,11,687
2024,Thursday,12,823
2024,Thursday,13,809
2024,Thursday,14,923
2024,Thursday,15,1304
2024,Thursday,16,1388
2024,Thursday,17,1482
2024,Thursday,18,1105
2024,Thursday,19,858
2024,Thursday,20,574
2024,Thursday,21,488
2024,Thursday,22,364
2024,Thursday,23,264
2024,Friday,0,178
2024,Friday,1,124
2024,Friday,2,80
2024,Friday,3,71
2024,Friday,4,80
2024,Friday,5,140
2024,Friday,6,317
2024,Friday,7,628
2024,Friday,8,1091
2024,Friday,9,682
2024,Friday,10,595
2024,Friday,11,827
2024,Friday,12,900
2024,Friday,13,948
2024,Friday,14,1050
2024,Friday,15,1522
2024,Friday,16,1427
2024,Friday,17,1431
2024,Friday,18,1168
2024,Friday,19,941
2024,Friday,20,642
2024,Friday,21,596
2024,Friday,22,542
2024,Friday,23,464
2024,Saturday,0,345
2024,Saturday,1,256
2024,Saturday,2,194
2024,Saturday,3,153
2024,Saturday,4,115
2024,Saturday,5,143
2024,Saturday,6,155
2024,Saturday,7,233
2024,Saturday,8,385
2024,Saturday,9,500
2024,Saturday,10,726
2024,Saturday,11,910
2024,Saturday,12,953
2024,Saturday,13,1008
2024,Saturday,14,950
2024,Saturday,15,912
2024,Saturday,16,944
2024,Saturday,17,970
2024,Saturday,18,946
2024,Saturday,19,768
2024,Saturday,20,612
2024,Saturday,21,540
2024,Saturday,22,563
2024,Saturday,23,490
2024,Sunday,0,434
2024,Sunday,1,293
2024,Sunday,2,208
2024,Sunday,3,179
2024,Sunday,4,152
2024,Sunday,5,124
2024,Sunday,6,146
2024,Sunday,7,195
2024,Sunday,8,225
2024,Sunday,9,358
2024,Sunday,10,563
2024,Sunday,11,697
2024,Sunday,12,777
2024,Sunday,13,785
2024,Sunday,14,908
2024,Sunday,15,758
2024,Sunday,16,824
2024,Sunday,17,789
2024,Sunday,18,756
2024,Sunday,19,653
2024,Sunday,20,500
2024,Sunday,21,406
2024,Sunday,22,389
2024,Sunday,23,269
